date,Year,Quarter,lga,dwelling,median_sales_price,lga_shp
2019-Q4,2019,Q4,Upper Hunter Shire,Non Strata,363.0,Upper Hunter Shire
2020-Q1,2020,Q1,Upper Hunter Shire,Non Strata,370.0,Upper Hunter Shire
2020-Q2,2020,Q2,Upper Hunter Shire,Non Strata,458.0,Upper Hunter Shire
2020-Q3,2020,Q3,Upper Hunter Shire,Non Strata,445.0,Upper Hunter Shire
2020-Q4,2020,Q4,Upper Hunter Shire,Non Strata,470.0,Upper Hunter Shire
2021-Q1,2021,Q1,Upper Hunter Shire,Non Strata,419.0,Upper Hunter Shire
2021-Q2,2021,Q2,Upper Hunter Shire,Non Strata,508.0,Upper Hunter Shire
2021-Q3,2021,Q3,Upper Hunter Shire,Non Strata,469.0,Upper Hunter Shire
2021-Q4,2021,Q4,Upper Hunter Shire,Non Strata,543.0,Upper Hunter Shire
2022-Q1,2022,Q1,Upper Hunter Shire,Non Strata,553.0,Upper Hunter Shire
2022-Q2,2022,Q2,Upper Hunter Shire,Non Strata,559.0,Upper Hunter Shire
2022-Q3,2022,Q3,Upper Hunter Shire,Non Strata,572.0,Upper Hunter Shire
2022-Q4,2022,Q4,Upper Hunter Shire,Non Strata,653.0,Upper Hunter Shire
2023-Q1,2023,Q1,Upper Hunter Shire,Non Strata,630.0,Upper Hunter Shire
2023-Q2,2023,Q2,Upper Hunter Shire,Non Strata,623.0,Upper Hunter Shire
2023-Q3,2023,Q3,Upper Hunter Shire,Non Strata,644.0,Upper Hunter Shire
2023-Q4,2023,Q4,Upper Hunter Shire,Non Strata,715.0,Upper Hunter Shire
2024-Q1,2024,Q1,Upper Hunter Shire,Non Strata,663.0,Upper Hunter Shire
2024-Q2,2024,Q2,Upper Hunter Shire,Non Strata,607.0,Upper Hunter Shire
2024-Q4,2024,Q4,Upper Hunter Shire,Non Strata,718.0,Upper Hunter Shire
2025-Q1,2025,Q1,Upper Hunter Shire,Non Strata,685.0,Upper Hunter Shire
2025-Q2,2025,Q2,Upper Hunter Shire,Non Strata,650.0,Upper Hunter Shire
2025-Q3,2025,Q3,Upper Hunter Shire,Non Strata,683.0,Upper Hunter Shire
2017-Q2,2017,Q2,Upper Hunter Shire,Total,312.5,Upper Hunter Shire
2017-Q3,2017,Q3,Upper Hunter Shire,Total,275.0,Upper Hunter Shire
2018-Q2,2018,Q2,Upper Hunter Shire,Total,300.0,Upper Hunter Shire
2018-Q3,2018,Q3,Upper Hunter Shire,Total,295.0,Upper Hunter Shire
2018-Q4,2018,Q4,Upper Hunter Shire,Total,280.0,Upper Hunter Shire
2019-Q1,2019,Q1,Upper Hunter Shire,Total,329.0,Upper Hunter Shire
2019-Q2,2019,Q2,Upper Hunter Shire,Total,330.0,Upper Hunter Shire
2019-Q3,2019,Q3,Upper Hunter Shire,Total,333.0,Upper Hunter Shire
2019-Q4,2019,Q4,Upper Hunter Shire,Total,350.0,Upper Hunter Shire
2020-Q1,2020,Q1,Upper Hunter Shire,Total,368.0,Upper Hunter Shire
2020-Q2,2020,Q2,Upper Hunter Shire,Total,458.0,Upper Hunter Shire
2020-Q3,2020,Q3,Upper Hunter Shire,Total,443.0,Upper Hunter Shire
2020-Q4,2020,Q4,Upper Hunter Shire,Total,460.0,Upper Hunter Shire
2021-Q1,2021,Q1,Upper Hunter Shire,Total,418.0,Upper Hunter Shire
2021-Q2,2021,Q2,Upper Hunter Shire,Total,500.0,Upper Hunter Shire
2021-Q3,2021,Q3,Upper Hunter Shire,Total,460.0,Upper Hunter Shire
2021-Q4,2021,Q4,Upper Hunter Shire,Total,524.0,Upper Hunter Shire
2022-Q1,2022,Q1,Upper Hunter Shire,Total,531.0,Upper Hunter Shire
2022-Q2,2022,Q2,Upper Hunter Shire,Total,559.0,Upper Hunter Shire
2022-Q3,2022,Q3,Upper Hunter Shire,Total,567.0,Upper Hunter Shire
2022-Q4,2022,Q4,Upper Hunter Shire,Total,651.0,Upper Hunter Shire
2023-Q1,2023,Q1,Upper Hunter Shire,Total,630.0,Upper Hunter Shire
2023-Q2,2023,Q2,Upper Hunter Shire,Total,605.0,Upper Hunter Shire
2023-Q3,2023,Q3,Upper Hunter Shire,Total,633.0,Upper Hunter Shire
2023-Q4,2023,Q4,Upper Hunter Shire,Total,706.0,Upper Hunter Shire
2024-Q1,2024,Q1,Upper Hunter Shire,Total,578.0,Upper Hunter Shire
2024-Q2,2024,Q2,Upper Hunter Shire,Total,604.0,Upper Hunter Shire
2024-Q4,2024,Q4,Upper Hunter Shire,Total,694.0,Upper Hunter Shire
2025-Q1,2025,Q1,Upper Hunter Shire,Total,685.0,Upper Hunter Shire
2025-Q2,2025,Q2,Upper Hunter Shire,Total,650.0,Upper Hunter Shire
2025-Q3,2025,Q3,Upper Hunter Shire,Total,683.0,Upper Hunter Shire
2017-Q4,2017,Q4,Upper Lachlan,Non Strata,453.0,Upper Lachlan
2018-Q1,2018,Q1,Upper Lachlan,Non Strata,365.0,Upper Lachlan
2017-Q4,2017,Q4,Upper Lachlan,Total,453.0,Upper Lachlan
2018-Q1,2018,Q1,Upper Lachlan,Total,365.0,Upper Lachlan
2017-Q2,2017,Q2,Upper Lachlan Shire,Non Strata,331.25,Upper Lachlan Shire
2017-Q3,2017,Q3,Upper Lachlan Shire,Non Strata,330.75,Upper Lachlan Shire
2018-Q2,2018,Q2,Upper Lachlan Shire,Non Strata,415.0,Upper Lachlan Shire
2018-Q3,2018,Q3,Upper Lachlan Shire,Non Strata,340.0,Upper Lachlan Shire
2018-Q4,2018,Q4,Upper Lachlan Shire,Non Strata,350.0,Upper Lachlan Shire
2019-Q1,2019,Q1,Upper Lachlan Shire,Non Strata,390.0,Upper Lachlan Shire
2019-Q2,2019,Q2,Upper Lachlan Shire,Non Strata,375.0,Upper Lachlan Shire
2019-Q3,2019,Q3,Upper Lachlan Shire,Non Strata,473.0,Upper Lachlan Shire
2019-Q4,2019,Q4,Upper Lachlan Shire,Non Strata,398.0,Upper Lachlan Shire
2020-Q1,2020,Q1,Upper Lachlan Shire,Non Strata,355.0,Upper Lachlan Shire
2020-Q2,2020,Q2,Upper Lachlan Shire,Non Strata,690.0,Upper Lachlan Shire
2020-Q3,2020,Q3,Upper Lachlan Shire,Non Strata,538.0,Upper Lachlan Shire
2020-Q4,2020,Q4,Upper Lachlan Shire,Non Strata,600.0,Upper Lachlan Shire
2021-Q1,2021,Q1,Upper Lachlan Shire,Non Strata,676.0,Upper Lachlan Shire
2021-Q2,2021,Q2,Upper Lachlan Shire,Non Strata,705.0,Upper Lachlan Shire
2021-Q3,2021,Q3,Upper Lachlan Shire,Non Strata,736.0,Upper Lachlan Shire
2021-Q4,2021,Q4,Upper Lachlan Shire,Non Strata,719.0,Upper Lachlan Shire
2022-Q1,2022,Q1,Upper Lachlan Shire,Non Strata,600.0,Upper Lachlan Shire
2022-Q2,2022,Q2,Upper Lachlan Shire,Non Strata,934.0,Upper Lachlan Shire
2022-Q3,2022,Q3,Upper Lachlan Shire,Non Strata,705.0,Upper Lachlan Shire
2022-Q4,2022,Q4,Upper Lachlan Shire,Non Strata,766.0,Upper Lachlan Shire
2023-Q1,2023,Q1,Upper Lachlan Shire,Non Strata,960.0,Upper Lachlan Shire
2023-Q2,2023,Q2,Upper Lachlan Shire,Non Strata,750.0,Upper Lachlan Shire
2023-Q3,2023,Q3,Upper Lachlan Shire,Non Strata,1188.0,Upper Lachlan Shire
2023-Q4,2023,Q4,Upper Lachlan Shire,Non Strata,650.0,Upper Lachlan Shire
2024-Q1,2024,Q1,Upper Lachlan Shire,Non Strata,784.0,Upper Lachlan Shire
2024-Q2,2024,Q2,Upper Lachlan Shire,Non Strata,788.0,Upper Lachlan Shire
2024-Q4,2024,Q4,Upper Lachlan Shire,Non Strata,1010.0,Upper Lachlan Shire
2025-Q1,2025,Q1,Upper Lachlan Shire,Non Strata,904.0,Upper Lachlan Shire
2025-Q2,2025,Q2,Upper Lachlan Shire,Non Strata,741.0,Upper Lachlan Shire
2025-Q3,2025,Q3,Upper Lachlan Shire,Non Strata,870.0,Upper Lachlan Shire
2017-Q2,2017,Q2,Upper Lachlan Shire,Total,331.25,Upper Lachlan Shire
2017-Q3,2017,Q3,Upper Lachlan Shire,Total,330.75,Upper Lachlan Shire
2018-Q2,2018,Q2,Upper Lachlan Shire,Total,415.0,Upper Lachlan Shire
2018-Q3,2018,Q3,Upper Lachlan Shire,Total,340.0,Upper Lachlan Shire
2018-Q4,2018,Q4,Upper Lachlan Shire,Total,350.0,Upper Lachlan Shire
2019-Q1,2019,Q1,Upper Lachlan Shire,Total,390.0,Upper Lachlan Shire
2019-Q2,2019,Q2,Upper Lachlan Shire,Total,375.0,Upper Lachlan Shire
2019-Q3,2019,Q3,Upper Lachlan Shire,Total,473.0,Upper Lachlan Shire
2019-Q4,2019,Q4,Upper Lachlan Shire,Total,398.0,Upper Lachlan Shire
2020-Q1,2020,Q1,Upper Lachlan Shire,Total,355.0,Upper Lachlan Shire
2020-Q2,2020,Q2,Upper Lachlan Shire,Total,690.0,Upper Lachlan Shire
2020-Q3,2020,Q3,Upper Lachlan Shire,Total,538.0,Upper Lachlan Shire
2020-Q4,2020,Q4,Upper Lachlan Shire,Total,600.0,Upper Lachlan Shire
2021-Q1,2021,Q1,Upper Lachlan Shire,Total,676.0,Upper Lachlan Shire
2021-Q2,2021,Q2,Upper Lachlan Shire,Total,705.0,Upper Lachlan Shire
2021-Q3,2021,Q3,Upper Lachlan Shire,Total,736.0,Upper Lachlan Shire
2021-Q4,2021,Q4,Upper Lachlan Shire,Total,719.0,Upper Lachlan Shire
2022-Q1,2022,Q1,Upper Lachlan Shire,Total,600.0,Upper Lachlan Shire
2022-Q2,2022,Q2,Upper Lachlan Shire,Total,934.0,Upper Lachlan Shire
2022-Q3,2022,Q3,Upper Lachlan Shire,Total,705.0,Upper Lachlan Shire
2022-Q4,2022,Q4,Upper Lachlan Shire,Total,766.0,Upper Lachlan Shire
2023-Q1,2023,Q1,Upper Lachlan Shire,Total,960.0,Upper Lachlan Shire
2023-Q2,2023,Q2,Upper Lachlan Shire,Total,750.0,Upper Lachlan Shire
2023-Q3,2023,Q3,Upper Lachlan Shire,Total,1188.0,Upper Lachlan Shire
2023-Q4,2023,Q4,Upper Lachlan Shire,Total,650.0,Upper Lachlan Shire
2024-Q1,2024,Q1,Upper Lachlan Shire,Total,784.0,Upper Lachlan Shire
2024-Q2,2024,Q2,Upper Lachlan Shire,Total,788.0,Upper Lachlan Shire
2024-Q4,2024,Q4,Upper Lachlan Shire,Total,1010.0,Upper Lachlan Shire
2025-Q1,2025,Q1,Upper Lachlan Shire,Total,904.0,Upper Lachlan Shire
2025-Q2,2025,Q2,Upper Lachlan Shire,Total,741.0,Upper Lachlan Shire
2025-Q3,2025,Q3,Upper Lachlan Shire,Total,870.0,Upper Lachlan Shire
2017-Q2,2017,Q2,Uralla,Non Strata,320.0,Uralla
2017-Q3,2017,Q3,Uralla,Non Strata,285.0,Uralla
2017-Q4,2017,Q4,Uralla,Non Strata,335.0,Uralla
2018-Q1,2018,Q1,Uralla,Non Strata,237.0,Uralla
2018-Q2,2018,Q2,Uralla,Non Strata,290.0,Uralla
2018-Q3,2018,Q3,Uralla,Non Strata,383.0,Uralla
2018-Q4,2018,Q4,Uralla,Non Strata,383.0,Uralla
2019-Q1,2019,Q1,Uralla,Non Strata,343.0,Uralla
2019-Q2,2019,Q2,Uralla,Non Strata,316.0,Uralla
2019-Q3,2019,Q3,Uralla,Non Strata,290.0,Uralla
2019-Q4,2019,Q4,Uralla,Non Strata,400.0,Uralla
2020-Q1,2020,Q1,Uralla,Non Strata,361.0,Uralla
2020-Q2,2020,Q2,Uralla,Non Strata,428.0,Uralla
2020-Q3,2020,Q3,Uralla,Non Strata,433.0,Uralla
2020-Q4,2020,Q4,Uralla,Non Strata,500.0,Uralla
2021-Q1,2021,Q1,Uralla,Non Strata,434.0,Uralla
2021-Q2,2021,Q2,Uralla,Non Strata,547.0,Uralla
2021-Q3,2021,Q3,Uralla,Non Strata,495.0,Uralla
2021-Q4,2021,Q4,Uralla,Non Strata,595.0,Uralla
2022-Q1,2022,Q1,Uralla,Non Strata,668.0,Uralla
2022-Q2,2022,Q2,Uralla,Non Strata,688.0,Uralla
2022-Q3,2022,Q3,Uralla,Non Strata,655.0,Uralla
2022-Q4,2022,Q4,Uralla,Non Strata,654.0,Uralla
2023-Q1,2023,Q1,Uralla,Non Strata,640.0,Uralla
2023-Q2,2023,Q2,Uralla,Non Strata,690.0,Uralla
2023-Q3,2023,Q3,Uralla,Non Strata,576.0,Uralla
2023-Q4,2023,Q4,Uralla,Non Strata,643.0,Uralla
2024-Q1,2024,Q1,Uralla,Non Strata,650.0,Uralla
2024-Q2,2024,Q2,Uralla,Non Strata,670.0,Uralla
2024-Q4,2024,Q4,Uralla,Non Strata,679.0,Uralla
2025-Q1,2025,Q1,Uralla,Non Strata,795.0,Uralla
2025-Q2,2025,Q2,Uralla,Non Strata,540.0,Uralla
2025-Q3,2025,Q3,Uralla,Non Strata,715.0,Uralla
2017-Q2,2017,Q2,Uralla,Total,320.0,Uralla
2017-Q3,2017,Q3,Uralla,Total,285.0,Uralla
2017-Q4,2017,Q4,Uralla,Total,335.0,Uralla
2018-Q1,2018,Q1,Uralla,Total,237.0,Uralla
2018-Q2,2018,Q2,Uralla,Total,290.0,Uralla
2018-Q3,2018,Q3,Uralla,Total,383.0,Uralla
2018-Q4,2018,Q4,Uralla,Total,383.0,Uralla
2019-Q1,2019,Q1,Uralla,Total,343.0,Uralla
2019-Q2,2019,Q2,Uralla,Total,316.0,Uralla
2019-Q3,2019,Q3,Uralla,Total,290.0,Uralla
2019-Q4,2019,Q4,Uralla,Total,400.0,Uralla
2020-Q1,2020,Q1,Uralla,Total,361.0,Uralla
2020-Q2,2020,Q2,Uralla,Total,428.0,Uralla
2020-Q3,2020,Q3,Uralla,Total,433.0,Uralla
2020-Q4,2020,Q4,Uralla,Total,500.0,Uralla
2021-Q1,2021,Q1,Uralla,Total,434.0,Uralla
2021-Q2,2021,Q2,Uralla,Total,547.0,Uralla
2021-Q3,2021,Q3,Uralla,Total,495.0,Uralla
2021-Q4,2021,Q4,Uralla,Total,595.0,Uralla
2022-Q1,2022,Q1,Uralla,Total,668.0,Uralla
2022-Q2,2022,Q2,Uralla,Total,688.0,Uralla
2022-Q3,2022,Q3,Uralla,Total,655.0,Uralla
2022-Q4,2022,Q4,Uralla,Total,654.0,Uralla
2023-Q1,2023,Q1,Uralla,Total,640.0,Uralla
2023-Q2,2023,Q2,Uralla,Total,690.0,Uralla
2023-Q3,2023,Q3,Uralla,Total,576.0,Uralla
2023-Q4,2023,Q4,Uralla,Total,643.0,Uralla
2024-Q1,2024,Q1,Uralla,Total,650.0,Uralla
2024-Q2,2024,Q2,Uralla,Total,670.0,Uralla
2024-Q4,2024,Q4,Uralla,Total,679.0,Uralla
2025-Q1,2025,Q1,Uralla,Total,795.0,Uralla
2025-Q2,2025,Q2,Uralla,Total,540.0,Uralla
2025-Q3,2025,Q3,Uralla,Total,715.0,Uralla
2017-Q2,2017,Q2,Wagga Wagga,Non Strata,357.0,Wagga Wagga
2017-Q3,2017,Q3,Wagga Wagga,Non Strata,350.0,Wagga Wagga
2017-Q4,2017,Q4,Wagga Wagga,Non Strata,340.0,Wagga Wagga
2018-Q1,2018,Q1,Wagga Wagga,Non Strata,370.0,Wagga Wagga
2018-Q2,2018,Q2,Wagga Wagga,Non Strata,366.0,Wagga Wagga
2018-Q3,2018,Q3,Wagga Wagga,Non Strata,375.0,Wagga Wagga
2018-Q4,2018,Q4,Wagga Wagga,Non Strata,371.0,Wagga Wagga
2019-Q1,2019,Q1,Wagga Wagga,Non Strata,344.0,Wagga Wagga
2019-Q2,2019,Q2,Wagga Wagga,Non Strata,363.0,Wagga Wagga
2019-Q3,2019,Q3,Wagga Wagga,Non Strata,357.0,Wagga Wagga
2019-Q4,2019,Q4,Wagga Wagga,Non Strata,380.0,Wagga Wagga
2020-Q1,2020,Q1,Wagga Wagga,Non Strata,369.0,Wagga Wagga
2020-Q2,2020,Q2,Wagga Wagga,Non Strata,503.0,Wagga Wagga
2020-Q3,2020,Q3,Wagga Wagga,Non Strata,460.0,Wagga Wagga
2020-Q4,2020,Q4,Wagga Wagga,Non Strata,515.0,Wagga Wagga
2021-Q1,2021,Q1,Wagga Wagga,Non Strata,515.0,Wagga Wagga
2021-Q2,2021,Q2,Wagga Wagga,Non Strata,520.0,Wagga Wagga
2021-Q3,2021,Q3,Wagga Wagga,Non Strata,580.0,Wagga Wagga
2021-Q4,2021,Q4,Wagga Wagga,Non Strata,636.0,Wagga Wagga
2022-Q1,2022,Q1,Wagga Wagga,Non Strata,641.0,Wagga Wagga
2022-Q2,2022,Q2,Wagga Wagga,Non Strata,670.0,Wagga Wagga
2022-Q3,2022,Q3,Wagga Wagga,Non Strata,645.0,Wagga Wagga
2022-Q4,2022,Q4,Wagga Wagga,Non Strata,715.0,Wagga Wagga
2023-Q1,2023,Q1,Wagga Wagga,Non Strata,701.0,Wagga Wagga
2023-Q2,2023,Q2,Wagga Wagga,Non Strata,663.0,Wagga Wagga
2023-Q3,2023,Q3,Wagga Wagga,Non Strata,726.0,Wagga Wagga
2023-Q4,2023,Q4,Wagga Wagga,Non Strata,743.0,Wagga Wagga
2024-Q1,2024,Q1,Wagga Wagga,Non Strata,720.0,Wagga Wagga
2024-Q2,2024,Q2,Wagga Wagga,Non Strata,742.0,Wagga Wagga
2024-Q4,2024,Q4,Wagga Wagga,Non Strata,750.0,Wagga Wagga
2025-Q1,2025,Q1,Wagga Wagga,Non Strata,750.0,Wagga Wagga
2025-Q2,2025,Q2,Wagga Wagga,Non Strata,735.0,Wagga Wagga
2025-Q3,2025,Q3,Wagga Wagga,Non Strata,700.0,Wagga Wagga
2017-Q2,2017,Q2,Wagga Wagga,Strata,247.0,Wagga Wagga
2017-Q3,2017,Q3,Wagga Wagga,Strata,240.0,Wagga Wagga
2017-Q4,2017,Q4,Wagga Wagga,Strata,254.0,Wagga Wagga
2018-Q1,2018,Q1,Wagga Wagga,Strata,203.0,Wagga Wagga
2018-Q2,2018,Q2,Wagga Wagga,Strata,219.0,Wagga Wagga
2018-Q3,2018,Q3,Wagga Wagga,Strata,265.0,Wagga Wagga
2018-Q4,2018,Q4,Wagga Wagga,Strata,265.0,Wagga Wagga
2019-Q1,2019,Q1,Wagga Wagga,Strata,272.0,Wagga Wagga
2019-Q2,2019,Q2,Wagga Wagga,Strata,253.0,Wagga Wagga
2019-Q3,2019,Q3,Wagga Wagga,Strata,270.0,Wagga Wagga
2019-Q4,2019,Q4,Wagga Wagga,Strata,291.0,Wagga Wagga
2020-Q1,2020,Q1,Wagga Wagga,Strata,272.0,Wagga Wagga
2020-Q2,2020,Q2,Wagga Wagga,Strata,301.0,Wagga Wagga
2020-Q3,2020,Q3,Wagga Wagga,Strata,295.0,Wagga Wagga
2020-Q4,2020,Q4,Wagga Wagga,Strata,274.0,Wagga Wagga
2021-Q1,2021,Q1,Wagga Wagga,Strata,282.0,Wagga Wagga
2021-Q2,2021,Q2,Wagga Wagga,Strata,269.0,Wagga Wagga
2021-Q3,2021,Q3,Wagga Wagga,Strata,378.0,Wagga Wagga
2021-Q4,2021,Q4,Wagga Wagga,Strata,465.0,Wagga Wagga
2022-Q1,2022,Q1,Wagga Wagga,Strata,409.0,Wagga Wagga
2022-Q2,2022,Q2,Wagga Wagga,Strata,420.0,Wagga Wagga
2022-Q3,2022,Q3,Wagga Wagga,Strata,464.0,Wagga Wagga
2022-Q4,2022,Q4,Wagga Wagga,Strata,420.0,Wagga Wagga
2023-Q1,2023,Q1,Wagga Wagga,Strata,380.0,Wagga Wagga
2023-Q2,2023,Q2,Wagga Wagga,Strata,600.0,Wagga Wagga
2023-Q3,2023,Q3,Wagga Wagga,Strata,370.0,Wagga Wagga
2023-Q4,2023,Q4,Wagga Wagga,Strata,444.0,Wagga Wagga
2024-Q1,2024,Q1,Wagga Wagga,Strata,419.0,Wagga Wagga
2024-Q2,2024,Q2,Wagga Wagga,Strata,401.0,Wagga Wagga
2024-Q4,2024,Q4,Wagga Wagga,Strata,450.0,Wagga Wagga
2025-Q1,2025,Q1,Wagga Wagga,Strata,434.0,Wagga Wagga
2025-Q2,2025,Q2,Wagga Wagga,Strata,498.0,Wagga Wagga
2025-Q3,2025,Q3,Wagga Wagga,Strata,530.0,Wagga Wagga
2017-Q2,2017,Q2,Wagga Wagga,Total,345.0,Wagga Wagga
2017-Q3,2017,Q3,Wagga Wagga,Total,345.0,Wagga Wagga
2017-Q4,2017,Q4,Wagga Wagga,Total,332.0,Wagga Wagga
2018-Q1,2018,Q1,Wagga Wagga,Total,359.0,Wagga Wagga
2018-Q2,2018,Q2,Wagga Wagga,Total,353.0,Wagga Wagga
2018-Q3,2018,Q3,Wagga Wagga,Total,369.0,Wagga Wagga
2018-Q4,2018,Q4,Wagga Wagga,Total,360.0,Wagga Wagga
2019-Q1,2019,Q1,Wagga Wagga,Total,330.0,Wagga Wagga
2019-Q2,2019,Q2,Wagga Wagga,Total,360.0,Wagga Wagga
2019-Q3,2019,Q3,Wagga Wagga,Total,348.0,Wagga Wagga
2019-Q4,2019,Q4,Wagga Wagga,Total,369.0,Wagga Wagga
2020-Q1,2020,Q1,Wagga Wagga,Total,355.0,Wagga Wagga
2020-Q2,2020,Q2,Wagga Wagga,Total,500.0,Wagga Wagga
2020-Q3,2020,Q3,Wagga Wagga,Total,450.0,Wagga Wagga
2020-Q4,2020,Q4,Wagga Wagga,Total,499.0,Wagga Wagga
2021-Q1,2021,Q1,Wagga Wagga,Total,503.0,Wagga Wagga
2021-Q2,2021,Q2,Wagga Wagga,Total,498.0,Wagga Wagga
2021-Q3,2021,Q3,Wagga Wagga,Total,560.0,Wagga Wagga
2021-Q4,2021,Q4,Wagga Wagga,Total,625.0,Wagga Wagga
2022-Q1,2022,Q1,Wagga Wagga,Total,628.0,Wagga Wagga
2022-Q2,2022,Q2,Wagga Wagga,Total,659.0,Wagga Wagga
2022-Q3,2022,Q3,Wagga Wagga,Total,634.0,Wagga Wagga
2022-Q4,2022,Q4,Wagga Wagga,Total,702.0,Wagga Wagga
2023-Q1,2023,Q1,Wagga Wagga,Total,675.0,Wagga Wagga
2023-Q2,2023,Q2,Wagga Wagga,Total,655.0,Wagga Wagga
2023-Q3,2023,Q3,Wagga Wagga,Total,718.0,Wagga Wagga
2023-Q4,2023,Q4,Wagga Wagga,Total,729.0,Wagga Wagga
2024-Q1,2024,Q1,Wagga Wagga,Total,690.0,Wagga Wagga
2024-Q2,2024,Q2,Wagga Wagga,Total,730.0,Wagga Wagga
2024-Q4,2024,Q4,Wagga Wagga,Total,735.0,Wagga Wagga
2025-Q1,2025,Q1,Wagga Wagga,Total,750.0,Wagga Wagga
2025-Q2,2025,Q2,Wagga Wagga,Total,720.0,Wagga Wagga
2025-Q3,2025,Q3,Wagga Wagga,Total,697.0,Wagga Wagga
2018-Q2,2018,Q2,Walcha,Non Strata,284.0,Walcha
2020-Q3,2020,Q3,Walcha,Non Strata,355.0,Walcha
2020-Q4,2020,Q4,Walcha,Non Strata,625.0,Walcha
2021-Q1,2021,Q1,Walcha,Non Strata,326.0,Walcha
2021-Q3,2021,Q3,Walcha,Non Strata,428.0,Walcha
2021-Q4,2021,Q4,Walcha,Non Strata,415.0,Walcha
2022-Q4,2022,Q4,Walcha,Non Strata,408.0,Walcha
2023-Q4,2023,Q4,Walcha,Non Strata,510.0,Walcha
2018-Q2,2018,Q2,Walcha,Total,284.0,Walcha
2020-Q3,2020,Q3,Walcha,Total,355.0,Walcha
2020-Q4,2020,Q4,Walcha,Total,625.0,Walcha
2021-Q1,2021,Q1,Walcha,Total,326.0,Walcha
2021-Q3,2021,Q3,Walcha,Total,428.0,Walcha
2021-Q4,2021,Q4,Walcha,Total,415.0,Walcha
2022-Q4,2022,Q4,Walcha,Total,408.0,Walcha
2023-Q4,2023,Q4,Walcha,Total,510.0,Walcha
2018-Q1,2018,Q1,Walgett,Non Strata,100.0,Walgett
2020-Q3,2020,Q3,Walgett,Non Strata,171.0,Walgett
2020-Q4,2020,Q4,Walgett,Non Strata,219.0,Walgett
2021-Q1,2021,Q1,Walgett,Non Strata,243.0,Walgett
2021-Q2,2021,Q2,Walgett,Non Strata,223.0,Walgett
2021-Q3,2021,Q3,Walgett,Non Strata,198.0,Walgett
2022-Q1,2022,Q1,Walgett,Non Strata,170.0,Walgett
2022-Q2,2022,Q2,Walgett,Non Strata,285.0,Walgett
2022-Q3,2022,Q3,Walgett,Non Strata,285.0,Walgett
2022-Q4,2022,Q4,Walgett,Non Strata,178.0,Walgett
2023-Q1,2023,Q1,Walgett,Non Strata,268.0,Walgett
2023-Q2,2023,Q2,Walgett,Non Strata,124.0,Walgett
2023-Q3,2023,Q3,Walgett,Non Strata,203.0,Walgett
2023-Q4,2023,Q4,Walgett,Non Strata,285.0,Walgett
2024-Q1,2024,Q1,Walgett,Non Strata,138.0,Walgett
2024-Q4,2024,Q4,Walgett,Non Strata,265.0,Walgett
2025-Q1,2025,Q1,Walgett,Non Strata,160.0,Walgett
2025-Q3,2025,Q3,Walgett,Non Strata,270.0,Walgett
2018-Q1,2018,Q1,Walgett,Total,100.0,Walgett
2020-Q3,2020,Q3,Walgett,Total,171.0,Walgett
2020-Q4,2020,Q4,Walgett,Total,219.0,Walgett
2021-Q1,2021,Q1,Walgett,Total,243.0,Walgett
2021-Q2,2021,Q2,Walgett,Total,223.0,Walgett
2021-Q3,2021,Q3,Walgett,Total,198.0,Walgett
2022-Q1,2022,Q1,Walgett,Total,170.0,Walgett
2022-Q2,2022,Q2,Walgett,Total,285.0,Walgett
2022-Q3,2022,Q3,Walgett,Total,285.0,Walgett
2022-Q4,2022,Q4,Walgett,Total,178.0,Walgett
2023-Q1,2023,Q1,Walgett,Total,268.0,Walgett
2023-Q2,2023,Q2,Walgett,Total,124.0,Walgett
2023-Q3,2023,Q3,Walgett,Total,203.0,Walgett
2023-Q4,2023,Q4,Walgett,Total,285.0,Walgett
2024-Q1,2024,Q1,Walgett,Total,138.0,Walgett
2024-Q4,2024,Q4,Walgett,Total,265.0,Walgett
2025-Q1,2025,Q1,Walgett,Total,160.0,Walgett
2025-Q3,2025,Q3,Walgett,Total,270.0,Walgett
2018-Q2,2018,Q2,Warren,Non Strata,165.0,Warren
2021-Q3,2021,Q3,Warren,Non Strata,206.0,Warren
2021-Q4,2021,Q4,Warren,Non Strata,243.0,Warren
2022-Q2,2022,Q2,Warren,Non Strata,210.0,Warren
2022-Q3,2022,Q3,Warren,Non Strata,241.0,Warren
2023-Q1,2023,Q1,Warren,Non Strata,240.0,Warren
2023-Q4,2023,Q4,Warren,Non Strata,378.0,Warren
2025-Q2,2025,Q2,Warren,Non Strata,310.0,Warren
2018-Q2,2018,Q2,Warren,Total,165.0,Warren
2021-Q3,2021,Q3,Warren,Total,206.0,Warren
2021-Q4,2021,Q4,Warren,Total,243.0,Warren
2022-Q2,2022,Q2,Warren,Total,210.0,Warren
2022-Q3,2022,Q3,Warren,Total,241.0,Warren
2023-Q1,2023,Q1,Warren,Total,240.0,Warren
2023-Q4,2023,Q4,Warren,Total,378.0,Warren
2025-Q2,2025,Q2,Warren,Total,310.0,Warren
2017-Q4,2017,Q4,Warrumbungle,Non Strata,170.0,Warrumbungle
2018-Q1,2018,Q1,Warrumbungle,Non Strata,195.0,Warrumbungle
2017-Q4,2017,Q4,Warrumbungle,Total,170.0,Warrumbungle
2018-Q1,2018,Q1,Warrumbungle,Total,195.0,Warrumbungle
2017-Q2,2017,Q2,Warrumbungle Shire,Non Strata,200.0,Warrumbungle Shire
